Dia,Mes,Anio,Hora,SO2 ,NO ,PM10,O3 ,CO mg/m3,Benceno,Tolueno,Xileno,NO2 
1,1,2010,1.00,12.00,5.00,31.00,56.00,0.40,2.00,3.00,2.00,22.00
1,1,2010,2.00,12.00,19.00,55.00,23.00,0.70,2.00,7.00,3.00,57.00
1,1,2010,3.00,11.00,4.00,37.00,37.00,0.60,2.00,6.00,2.00,38.00
1,1,2010,4.00,11.00,3.00,23.00,48.00,0.50,2.00,4.00,2.00,26.00
1,1,2010,5.00,11.00,2.00,21.00,52.00,0.40,2.00,10.00,3.00,20.00
1,1,2010,6.00,11.00,2.00,19.00,50.00,0.30,2.00,4.00,2.00,19.00
1,1,2010,7.00,12.00,2.00,18.00,51.00,0.30,2.00,4.00,2.00,19.00
1,1,2010,8.00,11.00,2.00,18.00,43.00,0.40,2.00,4.00,2.00,25.00
1,1,2010,9.00,11.00,2.00,17.00,45.00,0.40,2.00,4.00,2.00,23.00
1,1,2010,10.00,13.00,3.00,18.00,50.00,0.40,2.00,4.00,2.00,23.00
1,1,2010,11.00,14.00,4.00,15.00,56.00,0.40,2.00,4.00,2.00,26.00
1,1,2010,12.00,15.00,1.00,10.00,78.00,0.40,1.00,2.00,2.00,10.00
1,1,2010,13.00,14.00,1.00,9.00,82.00,0.60,2.00,2.00,2.00,8.00
1,1,2010,14.00,13.00,1.00,9.00,87.00,0.50,1.00,1.00,2.00,3.00
1,1,2010,15.00,12.00,1.00,9.00,86.00,0.50,1.00,1.00,2.00,4.00
1,1,2010,16.00,11.00,1.00,8.00,90.00,0.70,2.00,1.00,2.00,2.00
1,1,2010,17.00,8.00,1.00,10.00,87.00,0.70,2.00,1.00,2.00,3.00
1,1,2010,18.00,7.00,1.00,13.00,83.00,0.50,1.00,1.00,2.00,6.00
1,1,2010,19.00,8.00,2.00,10.00,79.00,0.50,2.00,2.00,2.00,11.00
1,1,2010,20.00,11.00,1.00,10.00,81.00,0.40,2.00,2.00,2.00,9.00
1,1,2010,21.00,17.00,2.00,11.00,74.00,0.50,2.00,2.00,2.00,18.00
1,1,2010,22.00,18.00,6.00,17.00,53.00,0.80,2.00,4.00,2.00,37.00
1,1,2010,23.00,16.00,6.00,18.00,50.00,0.80,2.00,7.00,3.00,40.00
1,1,2010,24.00,19.00,3.00,10.00,63.00,0.60,2.00,4.00,2.00,24.00
2,1,2010,1.00,13.00,2.00,13.00,71.00,0.60,2.00,3.00,2.00,19.00
2,1,2010,2.00,14.00,1.00,14.00,73.00,0.50,2.00,3.00,2.00,14.00
2,1,2010,3.00,16.00,1.00,14.00,70.00,0.30,2.00,2.00,2.00,16.00
2,1,2010,4.00,15.00,1.00,14.00,71.00,0.40,2.00,2.00,2.00,15.00
2,1,2010,5.00,15.00,1.00,11.00,71.00,0.30,2.00,2.00,2.00,14.00
2,1,2010,6.00,14.00,1.00,10.00,65.00,0.30,2.00,2.00,2.00,17.00
2,1,2010,7.00,12.00,2.00,13.00,65.00,0.40,2.00,3.00,2.00,17.00
2,1,2010,8.00,13.00,2.00,17.00,60.00,0.40,2.00,4.00,2.00,25.00
2,1,2010,9.00,14.00,5.00,19.00,48.00,0.50,2.00,3.00,2.00,35.00
2,1,2010,10.00,13.00,13.00,23.00,46.00,0.40,2.00,5.00,2.00,41.00
2,1,2010,11.00,26.00,13.00,20.00,60.00,0.40,2.00,4.00,2.00,33.00
2,1,2010,12.00,103.00,18.00,26.00,50.00,0.40,2.00,5.00,2.00,41.00
2,1,2010,13.00,100.00,13.00,23.00,46.00,0.40,2.00,3.00,2.00,36.00
2,1,2010,14.00,255.00,20.00,31.00,27.00,0.80,2.00,10.00,2.00,44.00
2,1,2010,15.00,284.00,10.00,28.00,49.00,0.60,2.00,6.00,2.00,29.00
2,1,2010,16.00,89.00,9.00,25.00,38.00,0.60,2.00,1.00,2.00,33.00
2,1,2010,17.00,62.00,11.00,24.00,49.00,0.40,2.00,1.00,2.00,34.00
2,1,2010,18.00,47.00,10.00,25.00,52.00,0.50,2.00,1.00,2.00,28.00
2,1,2010,19.00,24.00,9.00,24.00,48.00,0.50,2.00,2.00,2.00,35.00
2,1,2010,20.00,23.00,9.00,24.00,49.00,0.50,2.00,3.00,2.00,37.00
2,1,2010,21.00,18.00,10.00,24.00,44.00,0.50,2.00,3.00,2.00,39.00
2,1,2010,22.00,15.00,11.00,25.00,38.00,0.70,2.00,3.00,2.00,44.00
2,1,2010,23.00,15.00,14.00,26.00,22.00,0.90,2.00,6.00,2.00,53.00
2,1,2010,24.00,13.00,9.00,23.00,19.00,0.90,2.00,6.00,2.00,53.00
3,1,2010,1.00,11.00,8.00,18.00,19.00,0.80,2.00,6.00,2.00,45.00
3,1,2010,2.00,13.00,3.00,16.00,34.00,0.50,2.00,5.00,2.00,25.00
3,1,2010,3.00,13.00,3.00,17.00,29.00,0.40,2.00,4.00,2.00,28.00
3,1,2010,4.00,12.00,2.00,13.00,29.00,0.40,2.00,4.00,2.00,25.00
3,1,2010,5.00,10.00,2.00,10.00,33.00,0.40,2.00,4.00,2.00,22.00
3,1,2010,6.00,13.00,3.00,12.00,40.00,0.50,2.00,3.00,2.00,22.00
3,1,2010,7.00,12.00,4.00,13.00,29.00,0.50,2.00,3.00,2.00,32.00
3,1,2010,8.00,12.00,7.00,14.00,16.00,0.50,2.00,4.00,2.00,44.00
3,1,2010,9.00,12.00,9.00,21.00,21.00,0.60,2.00,5.00,2.00,42.00
3,1,2010,10.00,17.00,13.00,28.00,34.00,0.60,2.00,5.00,2.00,37.00
3,1,2010,11.00,16.00,9.00,23.00,58.00,0.50,2.00,5.00,2.00,22.00
3,1,2010,12.00,15.00,14.00,24.00,47.00,0.40,2.00,3.00,2.00,39.00
3,1,2010,13.00,42.00,13.00,26.00,46.00,0.30,2.00,11.00,2.00,31.00
3,1,2010,14.00,47.00,9.00,15.00,56.00,0.20,2.00,6.00,2.00,23.00
3,1,2010,15.00,112.00,24.00,36.00,33.00,0.30,2.00,7.00,2.00,45.00
3,1,2010,16.00,102.00,18.00,34.00,34.00,0.20,2.00,1.00,2.00,44.00
3,1,2010,17.00,37.00,3.00,20.00,59.00,0.30,1.00,1.00,2.00,15.00
3,1,2010,18.00,18.00,1.00,16.00,63.00,0.20,1.00,1.00,2.00,13.00
3,1,2010,19.00,15.00,10.00,17.00,43.00,0.50,2.00,1.00,2.00,35.00
3,1,2010,20.00,14.00,3.00,16.00,59.00,0.40,2.00,4.00,2.00,14.00
3,1,2010,21.00,13.00,3.00,12.00,54.00,0.40,2.00,4.00,2.00,18.00
3,1,2010,22.00,13.00,2.00,15.00,59.00,0.30,2.00,3.00,2.00,15.00
3,1,2010,23.00,13.00,2.00,12.00,69.00,0.40,2.00,2.00,2.00,9.00
3,1,2010,24.00,12.00,1.00,10.00,72.00,0.30,2.00,2.00,2.00,6.00
4,1,2010,1.00,12.00,1.00,7.00,72.00,0.40,2.00,2.00,2.00,4.00
4,1,2010,2.00,13.00,1.00,12.00,72.00,0.20,1.00,2.00,2.00,3.00
4,1,2010,3.00,11.00,1.00,3.00,79.00,0.30,1.00,1.00,2.00,2.00
4,1,2010,4.00,13.00,1.00,8.00,76.00,0.40,1.00,1.00,2.00,3.00
4,1,2010,5.00,13.00,1.00,3.00,73.00,0.40,1.00,1.00,2.00,4.00
4,1,2010,6.00,11.00,1.00,9.00,72.00,0.40,1.00,2.00,2.00,7.00
4,1,2010,7.00,11.00,1.00,12.00,72.00,0.50,1.00,2.00,2.00,11.00
4,1,2010,8.00,12.00,6.00,22.00,62.00,0.50,2.00,2.00,2.00,22.00
4,1,2010,9.00,13.00,9.00,21.00,55.00,0.50,2.00,3.00,2.00,31.00
4,1,2010,10.00,14.00,12.00,31.00,55.00,0.50,2.00,4.00,2.00,33.00
4,1,2010,11.00,14.00,9.00,29.00,62.00,0.50,2.00,4.00,2.00,27.00
4,1,2010,12.00,13.00,8.00,36.00,52.00,0.50,2.00,3.00,2.00,26.00
4,1,2010,13.00,16.00,12.00,23.00,64.00,0.50,2.00,3.00,2.00,31.00
4,1,2010,14.00,22.00,9.00,32.00,70.00,0.50,2.00,1.00,2.00,25.00
4,1,2010,15.00,17.00,10.00,37.00,64.00,0.80,1.00,1.00,2.00,26.00
4,1,2010,16.00,14.00,4.00,36.00,53.00,0.80,1.00,1.00,2.00,20.00
4,1,2010,17.00,10.00,4.00,34.00,69.00,0.70,1.00,1.00,2.00,18.00
4,1,2010,18.00,11.00,2.00,34.00,67.00,0.80,2.00,1.00,2.00,17.00
4,1,2010,19.00,13.00,4.00,33.00,67.00,0.80,2.00,2.00,2.00,20.00
4,1,2010,20.00,13.00,6.00,35.00,63.00,0.70,2.00,3.00,2.00,25.00
4,1,2010,21.00,11.00,3.00,38.00,56.00,0.70,2.00,4.00,2.00,26.00
4,1,2010,22.00,12.00,3.00,32.00,52.00,0.70,2.00,2.00,2.00,28.00
4,1,2010,23.00,13.00,4.00,29.00,56.00,0.70,2.00,4.00,2.00,27.00
4,1,2010,24.00,10.00,1.00,22.00,75.00,0.50,2.00,3.00,2.00,8.00
5,1,2010,2.00,11.00,3.00,14.00,79.00,0.30,2.00,2.00,2.00,6.00
5,1,2010,3.00,16.00,1.00,17.00,82.00,0.50,2.00,346.00,2.00,3.00
5,1,2010,4.00,13.00,1.00,14.00,82.00,0.40,2.00,367.00,2.00,1.00
5,1,2010,5.00,13.00,1.00,9.00,81.00,0.40,1.00,21.00,2.00,2.00
5,1,2010,6.00,12.00,1.00,11.00,82.00,0.50,1.00,7.00,2.00,2.00
5,1,2010,7.00,9.00,1.00,11.00,79.00,0.60,1.00,5.00,2.00,6.00
5,1,2010,8.00,10.00,5.00,14.00,65.00,0.50,2.00,5.00,2.00,21.00
5,1,2010,9.00,11.00,8.00,23.00,49.00,0.70,2.00,6.00,2.00,37.00
5,1,2010,10.00,10.00,6.00,29.00,58.00,0.80,2.00,14.00,2.00,27.00
5,1,2010,11.00,11.00,8.00,15.00,64.00,0.70,2.00,4.00,2.00,24.00
5,1,2010,12.00,12.00,6.00,14.00,60.00,0.80,2.00,5.00,2.00,21.00
5,1,2010,13.00,12.00,4.00,12.00,67.00,0.50,2.00,3.00,2.00,16.00
5,1,2010,14.00,12.00,4.00,8.00,65.00,0.70,1.00,1.00,2.00,18.00
5,1,2010,15.00,10.00,9.00,25.00,59.00,0.80,1.00,1.00,2.00,30.00
5,1,2010,16.00,13.00,8.00,17.00,61.00,0.80,1.00,1.00,2.00,28.00
5,1,2010,17.00,12.00,3.00,13.00,61.00,0.90,1.00,1.00,2.00,17.00
5,1,2010,18.00,10.00,3.00,16.00,61.00,0.60,1.00,1.00,2.00,22.00
5,1,2010,19.00,12.00,3.00,17.00,59.00,0.80,2.00,1.00,2.00,23.00
5,1,2010,20.00,12.00,20.00,18.00,49.00,0.90,2.00,1.00,2.00,37.00
5,1,2010,21.00,9.00,3.00,11.00,60.00,0.80,2.00,5.00,2.00,21.00
5,1,2010,22.00,9.00,5.00,5.00,55.00,0.90,2.00,4.00,2.00,25.00
5,1,2010,23.00,13.00,33.00,14.00,45.00,0.90,2.00,7.00,3.00,55.00
5,1,2010,24.00,11.00,5.00,11.00,55.00,0.80,2.00,6.00,2.00,21.00
6,1,2010,1.00,12.00,3.00,9.00,59.00,1.00,2.00,4.00,2.00,17.00
6,1,2010,2.00,12.00,2.00,5.00,64.00,0.50,2.00,8.00,2.00,12.00
6,1,2010,3.00,11.00,1.00,6.00,69.00,0.40,2.00,3.00,2.00,5.00
6,1,2010,4.00,10.00,1.00,8.00,72.00,0.50,2.00,3.00,2.00,4.00
6,1,2010,5.00,11.00,1.00,4.00,70.00,0.60,2.00,2.00,2.00,6.00
6,1,2010,6.00,11.00,1.00,5.00,66.00,0.50,2.00,3.00,2.00,11.00
6,1,2010,7.00,11.00,1.00,11.00,70.00,0.60,1.00,3.00,2.00,3.00
6,1,2010,8.00,10.00,1.00,7.00,72.00,0.60,1.00,2.00,2.00,4.00
6,1,2010,9.00,10.00,1.00,9.00,64.00,0.60,1.00,2.00,2.00,8.00
6,1,2010,10.00,10.00,2.00,12.00,63.00,0.70,2.00,3.00,2.00,11.00
6,1,2010,11.00,10.00,5.00,25.00,64.00,0.80,2.00,3.00,2.00,16.00
6,1,2010,12.00,36.00,14.00,23.00,48.00,0.80,2.00,4.00,2.00,39.00
6,1,2010,13.00,33.00,12.00,17.00,58.00,0.90,2.00,2.00,2.00,29.00
6,1,2010,14.00,17.00,6.00,9.00,65.00,1.00,1.00,1.00,2.00,15.00
6,1,2010,15.00,13.00,4.00,11.00,69.00,0.90,1.00,1.00,2.00,12.00
6,1,2010,16.00,15.00,3.00,19.00,75.00,0.80,1.00,1.00,2.00,9.00
6,1,2010,17.00,25.00,4.00,13.00,77.00,0.70,1.00,1.00,2.00,16.00
6,1,2010,18.00,14.00,4.00,14.00,56.00,0.90,1.00,1.00,2.00,18.00
6,1,2010,19.00,15.00,3.00,16.00,58.00,0.90,1.00,1.00,2.00,21.00
6,1,2010,20.00,11.00,7.00,21.00,56.00,0.80,1.00,1.00,2.00,27.00
6,1,2010,21.00,8.00,8.00,18.00,48.00,0.80,1.00,1.00,2.00,40.00
6,1,2010,22.00,9.00,4.00,16.00,59.00,0.60,1.00,1.00,2.00,15.00
6,1,2010,23.00,15.00,2.00,4.00,61.00,0.60,1.00,1.00,2.00,9.00
6,1,2010,24.00,16.00,2.00,9.00,64.00,0.70,2.00,1.00,2.00,9.00
7,1,2010,1.00,15.00,1.00,9.00,67.00,0.50,2.00,2.00,2.00,5.00
7,1,2010,2.00,11.00,1.00,14.00,69.00,0.40,1.00,2.00,2.00,2.00
7,1,2010,3.00,10.00,1.00,11.00,71.00,0.40,1.00,2.00,2.00,2.00
7,1,2010,4.00,12.00,1.00,11.00,77.00,0.50,1.00,2.00,2.00,1.00
7,1,2010,5.00,9.00,1.00,9.00,79.00,0.10,1.00,2.00,2.00,1.00
7,1,2010,6.00,7.00,1.00,10.00,80.00,0.20,1.00,2.00,2.00,2.00
7,1,2010,7.00,11.00,2.00,16.00,70.00,0.30,2.00,2.00,2.00,12.00
7,1,2010,8.00,15.00,7.00,17.00,60.00,0.60,2.00,3.00,2.00,25.00
7,1,2010,9.00,14.00,7.00,16.00,64.00,1.00,2.00,3.00,2.00,25.00
7,1,2010,13.00,15.00,4.00,24.00,72.00,1.00,1.00,2.00,2.00,11.00
7,1,2010,14.00,11.00,3.00,25.00,68.00,1.10,2.00,2.00,2.00,10.00
7,1,2010,15.00,12.00,3.00,32.00,65.00,1.10,2.00,2.00,2.00,12.00
7,1,2010,16.00,10.00,4.00,29.00,67.00,1.00,2.00,2.00,2.00,10.00
7,1,2010,17.00,6.00,3.00,23.00,77.00,0.90,2.00,2.00,2.00,13.00
7,1,2010,18.00,9.00,2.00,28.00,76.00,0.90,2.00,2.00,2.00,12.00
7,1,2010,19.00,12.00,2.00,18.00,71.00,0.70,2.00,2.00,2.00,15.00
7,1,2010,20.00,13.00,2.00,17.00,70.00,0.70,2.00,2.00,2.00,18.00
7,1,2010,21.00,11.00,2.00,15.00,77.00,0.60,2.00,2.00,2.00,12.00
7,1,2010,22.00,12.00,1.00,16.00,78.00,0.60,2.00,2.00,2.00,9.00
7,1,2010,23.00,12.00,1.00,16.00,82.00,0.40,2.00,2.00,2.00,5.00
7,1,2010,24.00,9.00,1.00,14.00,81.00,0.50,1.00,2.00,2.00,5.00
8,1,2010,1.00,11.00,1.00,16.00,84.00,0.50,1.00,19.00,2.00,3.00
8,1,2010,2.00,13.00,1.00,12.00,73.00,0.50,2.00,151.00,2.00,7.00
8,1,2010,3.00,12.00,1.00,5.00,77.00,0.30,1.00,3.00,2.00,4.00
8,1,2010,4.00,11.00,1.00,8.00,79.00,0.30,1.00,5.00,2.00,1.00
8,1,2010,5.00,12.00,1.00,9.00,78.00,0.40,1.00,33.00,2.00,2.00
8,1,2010,6.00,11.00,1.00,8.00,79.00,0.40,1.00,8.00,2.00,4.00
8,1,2010,7.00,12.00,3.00,10.00,58.00,0.50,1.00,37.00,2.00,20.00
8,1,2010,8.00,14.00,2.00,17.00,67.00,0.40,2.00,22.00,2.00,19.00
8,1,2010,9.00,13.00,3.00,23.00,65.00,0.50,2.00,3.00,2.00,24.00
8,1,2010,10.00,13.00,4.00,24.00,70.00,0.50,2.00,3.00,2.00,21.00
8,1,2010,11.00,12.00,2.00,21.00,79.00,0.50,2.00,3.00,2.00,12.00
8,1,2010,12.00,13.00,2.00,18.00,84.00,0.50,2.00,2.00,2.00,9.00
8,1,2010,13.00,14.00,1.00,20.00,86.00,0.60,2.00,2.00,2.00,8.00
8,1,2010,14.00,12.00,1.00,19.00,89.00,0.60,2.00,2.00,2.00,6.00
8,1,2010,15.00,9.00,1.00,19.00,89.00,0.60,2.00,2.00,2.00,5.00
8,1,2010,16.00,10.00,1.00,19.00,89.00,0.60,2.00,2.00,2.00,5.00
8,1,2010,17.00,13.00,1.00,21.00,88.00,0.50,2.00,2.00,2.00,8.00
8,1,2010,18.00,13.00,1.00,22.00,84.00,0.30,2.00,2.00,2.00,9.00
8,1,2010,19.00,13.00,1.00,20.00,85.00,0.30,2.00,2.00,2.00,9.00
8,1,2010,20.00,14.00,1.00,21.00,83.00,0.40,2.00,2.00,2.00,10.00
8,1,2010,21.00,15.00,8.00,22.00,52.00,0.50,2.00,3.00,2.00,38.00
8,1,2010,22.00,9.00,18.00,22.00,24.00,0.80,3.00,13.00,3.00,62.00
8,1,2010,23.00,14.00,15.00,19.00,23.00,0.70,3.00,14.00,2.00,62.00
8,1,2010,24.00,14.00,3.00,14.00,40.00,0.50,2.00,8.00,2.00,36.00
9,1,2010,1.00,14.00,1.00,15.00,44.00,0.50,2.00,5.00,2.00,29.00
9,1,2010,2.00,13.00,3.00,14.00,43.00,0.40,2.00,6.00,2.00,26.00
9,1,2010,3.00,13.00,2.00,11.00,54.00,0.40,2.00,6.00,2.00,17.00
9,1,2010,4.00,15.00,1.00,9.00,62.00,0.30,2.00,5.00,2.00,9.00
9,1,2010,5.00,13.00,1.00,8.00,66.00,0.40,2.00,6.00,2.00,8.00
9,1,2010,6.00,13.00,1.00,9.00,60.00,0.40,2.00,7.00,2.00,11.00
9,1,2010,7.00,13.00,2.00,10.00,54.00,0.40,2.00,8.00,2.00,16.00
9,1,2010,8.00,14.00,4.00,13.00,47.00,0.50,2.00,7.00,2.00,26.00
9,1,2010,9.00,14.00,8.00,18.00,40.00,0.50,2.00,8.00,2.00,38.00
9,1,2010,11.00,15.00,12.00,18.00,57.00,0.60,2.00,7.00,2.00,33.00
9,1,2010,12.00,31.00,10.00,18.00,69.00,0.50,5.00,12.00,2.00,25.00
9,1,2010,13.00,39.00,14.00,19.00,74.00,0.50,4.00,9.00,2.00,31.00
9,1,2010,14.00,65.00,14.00,20.00,67.00,0.50,7.00,27.00,3.00,35.00
9,1,2010,15.00,92.00,12.00,24.00,57.00,0.40,11.00,35.00,3.00,38.00
9,1,2010,16.00,94.00,10.00,24.00,57.00,0.40,12.00,37.00,3.00,33.00
9,1,2010,17.00,103.00,9.00,26.00,55.00,0.50,14.00,38.00,3.00,36.00
9,1,2010,18.00,39.00,8.00,21.00,61.00,0.60,8.00,21.00,2.00,36.00
9,1,2010,19.00,25.00,11.00,22.00,49.00,0.70,3.00,11.00,3.00,45.00
9,1,2010,20.00,24.00,9.00,21.00,44.00,0.70,4.00,13.00,3.00,48.00
9,1,2010,21.00,22.00,11.00,21.00,46.00,0.70,2.00,11.00,3.00,45.00
9,1,2010,22.00,18.00,3.00,17.00,52.00,0.70,2.00,6.00,3.00,32.00
9,1,2010,23.00,15.00,5.00,17.00,62.00,0.80,2.00,4.00,2.00,22.00
9,1,2010,24.00,13.00,1.00,16.00,50.00,0.60,3.00,8.00,2.00,28.00
10,1,2010,1.00,13.00,1.00,16.00,63.00,0.60,2.00,4.00,2.00,15.00
10,1,2010,2.00,14.00,1.00,14.00,61.00,0.70,2.00,2.00,2.00,14.00
10,1,2010,3.00,11.00,4.00,16.00,38.00,0.80,2.00,6.00,2.00,34.00
10,1,2010,4.00,10.00,2.00,16.00,31.00,0.70,2.00,12.00,2.00,32.00
10,1,2010,5.00,9.00,1.00,15.00,35.00,0.70,2.00,11.00,3.00,27.00
10,1,2010,6.00,9.00,3.00,12.00,41.00,0.50,2.00,3.00,2.00,22.00
10,1,2010,7.00,12.00,8.00,15.00,20.00,0.70,2.00,15.00,2.00,39.00
10,1,2010,8.00,14.00,14.00,19.00,17.00,0.90,3.00,16.00,2.00,42.00
10,1,2010,9.00,13.00,1.00,12.00,44.00,0.60,2.00,6.00,2.00,8.00
10,1,2010,10.00,10.00,5.00,15.00,50.00,0.50,1.00,2.00,2.00,15.00
10,1,2010,11.00,12.00,4.00,6.00,60.00,0.70,2.00,2.00,2.00,16.00
10,1,2010,12.00,13.00,2.00,6.00,79.00,0.40,2.00,2.00,2.00,5.00
10,1,2010,13.00,15.00,2.00,15.00,80.00,0.40,2.00,2.00,2.00,6.00
10,1,2010,14.00,17.00,2.00,15.00,71.00,0.50,2.00,2.00,2.00,5.00
10,1,2010,15.00,14.00,1.00,18.00,67.00,0.60,2.00,2.00,2.00,5.00
10,1,2010,16.00,13.00,1.00,24.00,74.00,0.70,2.00,2.00,2.00,5.00
10,1,2010,17.00,12.00,2.00,24.00,82.00,0.90,2.00,2.00,2.00,7.00
10,1,2010,18.00,14.00,2.00,24.00,78.00,1.00,2.00,2.00,2.00,12.00
10,1,2010,19.00,12.00,3.00,29.00,68.00,1.10,2.00,4.00,2.00,20.00
10,1,2010,20.00,14.00,1.00,25.00,76.00,1.00,2.00,5.00,2.00,14.00
10,1,2010,21.00,16.00,1.00,19.00,85.00,1.00,2.00,3.00,2.00,5.00
10,1,2010,22.00,14.00,2.00,18.00,82.00,1.00,2.00,2.00,2.00,8.00
10,1,2010,23.00,14.00,13.00,24.00,46.00,1.30,2.00,6.00,3.00,49.00
10,1,2010,24.00,14.00,1.00,20.00,83.00,0.60,2.00,9.00,3.00,7.00
11,1,2010,1.00,14.00,2.00,19.00,81.00,0.70,2.00,2.00,2.00,9.00
11,1,2010,2.00,13.00,1.00,16.00,77.00,0.60,2.00,3.00,2.00,8.00
11,1,2010,3.00,14.00,1.00,15.00,76.00,0.50,2.00,5.00,2.00,4.00
11,1,2010,4.00,12.00,1.00,12.00,78.00,0.60,2.00,4.00,2.00,3.00
11,1,2010,5.00,11.00,1.00,16.00,74.00,0.50,2.00,6.00,2.00,5.00
11,1,2010,6.00,11.00,2.00,21.00,66.00,0.70,2.00,5.00,2.00,10.00
11,1,2010,7.00,14.00,6.00,17.00,48.00,0.70,2.00,6.00,2.00,26.00
11,1,2010,8.00,16.00,24.00,25.00,21.00,0.90,2.00,7.00,2.00,60.00
11,1,2010,9.00,19.00,47.00,33.00,11.00,1.30,3.00,16.00,4.00,79.00
11,1,2010,10.00,20.00,86.00,44.00,11.00,1.50,4.00,26.00,7.00,91.00
11,1,2010,11.00,16.00,15.00,30.00,53.00,1.00,3.00,18.00,4.00,34.00
11,1,2010,12.00,18.00,3.00,22.00,79.00,0.80,2.00,2.00,2.00,12.00
11,1,2010,13.00,17.00,5.00,20.00,87.00,0.90,2.00,3.00,2.00,13.00
11,1,2010,14.00,17.00,3.00,17.00,88.00,0.70,2.00,2.00,2.00,9.00
11,1,2010,15.00,17.00,2.00,21.00,95.00,0.90,2.00,2.00,2.00,9.00
11,1,2010,16.00,19.00,2.00,24.00,96.00,0.60,2.00,2.00,2.00,14.00
11,1,2010,17.00,15.00,4.00,32.00,82.00,0.80,2.00,3.00,2.00,21.00
11,1,2010,18.00,12.00,8.00,26.00,61.00,0.80,2.00,4.00,2.00,25.00
11,1,2010,19.00,12.00,16.00,30.00,52.00,1.10,2.00,10.00,3.00,52.00
11,1,2010,20.00,13.00,9.00,30.00,43.00,0.90,3.00,12.00,3.00,49.00
11,1,2010,21.00,14.00,14.00,33.00,30.00,1.10,2.00,10.00,4.00,60.00
11,1,2010,22.00,12.00,18.00,30.00,17.00,1.00,3.00,11.00,3.00,71.00
11,1,2010,23.00,13.00,7.00,24.00,38.00,0.70,3.00,11.00,4.00,47.00
11,1,2010,24.00,12.00,4.00,20.00,47.00,0.50,2.00,10.00,3.00,33.00
12,1,2010,1.00,14.00,1.00,18.00,55.00,0.60,2.00,8.00,3.00,20.00
12,1,2010,2.00,12.00,3.00,18.00,46.00,0.60,2.00,12.00,2.00,24.00
12,1,2010,3.00,12.00,1.00,17.00,60.00,0.60,2.00,7.00,2.00,11.00
12,1,2010,4.00,13.00,1.00,18.00,61.00,0.40,2.00,22.00,2.00,10.00
12,1,2010,5.00,12.00,1.00,13.00,67.00,0.30,2.00,7.00,2.00,10.00
12,1,2010,6.00,20.00,1.00,17.00,74.00,0.30,2.00,5.00,2.00,9.00
12,1,2010,7.00,20.00,5.00,19.00,43.00,0.40,2.00,5.00,2.00,31.00
12,1,2010,8.00,9.00,7.00,24.00,32.00,0.60,2.00,7.00,2.00,45.00
12,1,2010,9.00,9.00,39.00,36.00,20.00,0.80,2.00,6.00,2.00,70.00
12,1,2010,10.00,12.00,44.00,43.00,20.00,1.20,3.00,11.00,4.00,78.00
12,1,2010,11.00,20.00,29.00,35.00,33.00,1.10,3.00,13.00,4.00,56.00
12,1,2010,12.00,92.00,31.00,42.00,45.00,1.20,3.00,10.00,3.00,56.00
12,1,2010,13.00,166.00,25.00,39.00,46.00,1.10,4.00,11.00,3.00,51.00
12,1,2010,14.00,91.00,22.00,36.00,51.00,1.20,3.00,9.00,2.00,55.00
12,1,2010,15.00,87.00,20.00,39.00,47.00,1.20,3.00,8.00,2.00,58.00
12,1,2010,16.00,119.00,23.00,39.00,48.00,0.90,5.00,13.00,3.00,61.00
12,1,2010,17.00,105.00,19.00,38.00,59.00,1.00,7.00,19.00,2.00,54.00
12,1,2010,18.00,35.00,17.00,33.00,63.00,1.10,2.00,5.00,2.00,60.00
12,1,2010,19.00,22.00,15.00,35.00,59.00,1.10,6.00,20.00,4.00,55.00
12,1,2010,20.00,14.00,10.00,31.00,56.00,1.00,3.00,4.00,2.00,43.00
12,1,2010,21.00,14.00,40.00,36.00,19.00,1.70,3.00,12.00,2.00,84.00
12,1,2010,22.00,17.00,29.00,31.00,10.00,1.40,3.00,17.00,4.00,84.00
12,1,2010,23.00,20.00,34.00,27.00,9.00,1.50,3.00,16.00,5.00,76.00
13,1,2010,12.00,96.00,42.00,41.00,31.00,1.00,3.00,10.00,3.00,69.00
13,1,2010,13.00,223.00,22.00,34.00,36.00,1.10,6.00,18.00,3.00,46.00
13,1,2010,14.00,104.00,10.00,22.00,58.00,0.90,8.00,17.00,3.00,22.00
13,1,2010,15.00,33.00,3.00,17.00,77.00,0.60,2.00,3.00,2.00,9.00
13,1,2010,16.00,37.00,4.00,19.00,80.00,0.70,2.00,2.00,2.00,16.00
13,1,2010,17.00,57.00,14.00,26.00,64.00,0.80,4.00,8.00,2.00,41.00
13,1,2010,18.00,45.00,16.00,27.00,59.00,1.10,5.00,16.00,3.00,51.00
13,1,2010,19.00,25.00,10.00,24.00,67.00,1.00,2.00,6.00,2.00,38.00
13,1,2010,20.00,21.00,10.00,23.00,45.00,1.10,2.00,5.00,2.00,41.00
13,1,2010,21.00,18.00,10.00,22.00,44.00,1.10,2.00,6.00,2.00,33.00
13,1,2010,22.00,16.00,5.00,21.00,39.00,0.80,2.00,6.00,2.00,32.00
13,1,2010,23.00,16.00,3.00,17.00,41.00,0.80,2.00,6.00,2.00,25.00
13,1,2010,24.00,16.00,2.00,14.00,41.00,0.80,2.00,4.00,2.00,20.00
14,1,2010,1.00,15.00,1.00,14.00,34.00,0.80,2.00,3.00,2.00,22.00
